technology_id,country,phase,category,input,unit,quantity,cost_per_unit,total_cost,currency,total_cost_usd,pct_borne_by_land_users
4307,TJ,establishment,labour,Construction of rainwater harvest systems,,,,,TJS,,
4307,TJ,establishment,labour,Construction of water storage,,,,,TJS,,
4307,TJ,establishment,labour,Installation of drip irrigation systems,ha,5.0,2800.0,14000.0,TJS,1750.0,
4307,TJ,establishment,construction_material,Water withdrawal systems,,,,,TJS,,
4307,TJ,establishment,construction_material,Rainwater harvest systems,,,,,TJS,,
4307,TJ,establishment,construction_material,Water storage systems,,,,,TJS,,
4307,TJ,establishment,construction_material,Drip irrigation system orchard,ha,5.0,7000.0,35000.0,TJS,4375.0,
4307,TJ,establishment,construction_material,Drip irrigation system onion field,ha,1.0,20000.0,20000.0,TJS,2500.0,
4311,TJ,establishment,labour,Construction of tripod from a willow tree and gabion net,pieces,46.0,,,TJS,,
4311,TJ,establishment,labour,Constrcution of gabion spurs,m³,381.0,,,TJS,,
4311,TJ,establishment,labour,Laying down gabion net,m²,812.4,,,TJS,,
4311,TJ,establishment,equipment,Excavator,m³,1800.0,,,TJS,,
4311,TJ,establishment,equipment,Buldozer,m³,7040.0,,,TJS,,
4311,TJ,establishment,plant_material,willow tree tripods,pieces,46.0,,,TJS,,
4311,TJ,establishment,construction_material,Gabion net,m²,812.4,,,TJS,,
4311,TJ,establishment,construction_material,Stones for gabions,m³,381.0,,,TJS,,
4312,TH,establishment,labour,Labor costs for spraying herbicides,baht per hectares,2.0,20.0,40.0,,1.25,100.0
4312,TH,establishment,equipment,pumping water,baht per time,1.0,100.0,100.0,,3.12,
4312,TH,establishment,fertilizers_biocides,chemical fertilizer,baht per hectares,1.0,200.0,200.0,,6.25,100.0
4312,TH,establishment,fertilizers_biocides,herbicides,baht per hectares,1.0,59.0,59.0,,1.84,100.0
4312,TH,establishment,other,marl,dollars per hectare,1.0,36.0,36.0,,1.12,100.0
4312,TH,establishment,other,seeds,dollars per hectare,1.0,84.0,84.0,,2.62,100.0
4312,TH,maintenance,labour,-,-,,,,,,
4328,HT,establishment,labour,Labour,person-days,10.0,200.0,2000.0,HTG,32.26,100.0
4328,HT,establishment,equipment,Hoe,pieces,1.0,5.0,5.0,HTG,0.08,100.0
4328,HT,establishment,equipment,Pickaxe,pieces,1.0,5.0,5.0,HTG,0.08,100.0
4328,HT,establishment,equipment,Machete,pieces,1.0,5.0,5.0,HTG,0.08,100.0
4328,HT,establishment,plant_material,Banana tree,cutting,10.0,75.0,750.0,HTG,12.1,100.0
4328,HT,establishment,plant_material,Cacao tree seeds,milk powder tin,0.25,500.0,125.0,HTG,2.02,100.0
4328,HT,establishment,plant_material,Coffee tree seeds,milk powder tin,0.25,500.0,125.0,HTG,2.02,100.0
4328,HT,establishment,plant_material,Coconut tree,cutting,3.0,500.0,1500.0,HTG,24.19,100.0
4328,HT,establishment,plant_material,Mango tree,cutting,1.0,100.0,100.0,HTG,1.61,100.0
4328,HT,establishment,plant_material,Papaya tree,cutting,3.0,30.0,90.0,HTG,1.45,100.0
4328,HT,establishment,other,Coffee for labourers,cup,10.0,25.0,250.0,HTG,4.03,100.0
4328,HT,establishment,other,,,,,,HTG,,11.0
4328,HT,maintenance,labour,Labour for maintenance,person-days,50.0,200.0,10000.0,HTG,161.29,100.0
4328,HT,maintenance,equipment,Machete,pieces,1.0,5.0,5.0,HTG,0.08,100.0
4328,HT,maintenance,equipment,Hoe,pieces,1.0,5.0,5.0,HTG,0.08,100.0
4328,HT,maintenance,equipment,Pickaxe,pieces,1.0,5.0,5.0,HTG,0.08,100.0
4328,HT,maintenance,plant_material,Cacao tree (economic lifetime +/- 20yrs),milk powder tin,0.5,500.0,250.0,HTG,4.03,100.0
4328,HT,maintenance,plant_material,Coffee tree (economic lifetime +/- 20yrs),milk powder tin,0.5,500.0,250.0,HTG,4.03,100.0
4328,HT,maintenance,plant_material,Papaya tree (economic lifetime +/- 4yrs),cutting,3.0,30.0,90.0,HTG,1.45,100.0
4328,HT,maintenance,plant_material,Coconut tree (economic lifetime +/- 15-60yrs),cutting,3.0,500.0,1500.0,HTG,24.19,100.0
4328,HT,maintenance,plant_material,Mango tree (economic lifetime >100yrs),cutting,1.0,100.0,100.0,HTG,1.61,100.0
4329,BD,establishment,labour,Nursery work,Person day,32.0,500.0,16000.0,BDT,192.77,100.0
4329,BD,establishment,labour,Site preparation,Person day,20.0,500.0,10000.0,BDT,120.48,100.0
4329,BD,establishment,labour,Plantation,Person day,40.0,500.0,20000.0,BDT,240.96,100.0
4329,BD,establishment,equipment,Polybags,Pieces,3000.0,1.0,3000.0,BDT,36.14,100.0
4329,BD,establishment,equipment,Loamy soil,Cubic meter,6.0,400.0,2400.0,BDT,28.92,100.0
4329,BD,establishment,equipment,Bamboo,Pieces,7.0,600.0,4200.0,BDT,50.6,100.0
4329,BD,establishment,equipment,Stick,Pieces,2600.0,2.0,5200.0,BDT,62.65,100.0
4329,BD,establishment,equipment,Rope,Lump sum,1.0,200.0,200.0,BDT,2.41,100.0
4329,BD,establishment,equipment,"Bucket, Spade, Knife",Lump sum,1.0,1000.0,1000.0,BDT,12.05,100.0
4329,BD,establishment,plant_material,Seeds,Kg,2.0,500.0,1000.0,BDT,12.05,100.0
4329,BD,establishment,fertilizers_biocides,Urea,Kg,12.0,35.0,420.0,BDT,5.06,100.0
4329,BD,establishment,fertilizers_biocides,TSP,Kg,12.0,40.0,480.0,BDT,5.78,100.0
4329,BD,establishment,fertilizers_biocides,MoP,Kg,12.0,30.0,360.0,BDT,4.34,100.0
4329,BD,establishment,fertilizers_biocides,Compost,Kg,3200.0,4.0,12800.0,BDT,154.22,100.0
4329,BD,establishment,fertilizers_biocides,Biocide,Lump Sum,1.0,200.0,200.0,BDT,2.41,100.0
4329,BD,establishment,construction_material,"Signboard (to demarcate plantation area, number of species planted and year of plantation)",Pieces,1.0,1000.0,1000.0,BDT,12.05,100.0
4329,BD,maintenance,labour,1st year weeding and climber cutting,person-day,21.0,500.0,10500.0,BDT,126.51,100.0
4329,BD,maintenance,labour,"2nd year weeding, climber cutting and thinning",person-day,21.0,500.0,10500.0,BDT,126.51,100.0
4329,BD,maintenance,labour,"3rd year weeding, climber cutting, thinning and pruning",person-day,12.0,500.0,6000.0,BDT,72.29,100.0
4329,BD,maintenance,labour,"Vacancy filling, fertilizer and compost application 2 times",person-day,30.0,500.0,15000.0,BDT,180.72,100.0
4329,BD,maintenance,plant_material,Seedlings,pieces,500.0,10.0,5000.0,BDT,60.24,100.0
4329,BD,maintenance,fertilizers_biocides,"Urea, TSP, MoP, Compost",Lump sum,1.0,1000.0,1000.0,BDT,12.05,100.0
4333,BD,establishment,labour,Nursery preparation,person-days,17.0,500.0,8500.0,BDT,102.41,
4333,BD,establishment,labour,Site preparation,person-days,7.0,500.0,3500.0,BDT,42.17,
4333,BD,establishment,labour,Planting activities,person-days,22.0,500.0,11000.0,BDT,132.53,
4333,BD,establishment,equipment,Bucket,pieces,10.0,150.0,1500.0,BDT,18.07,
4333,BD,establishment,equipment,Spade,pieces,8.0,300.0,2400.0,BDT,28.92,
4333,BD,establishment,equipment,Scissor,pieces,2.0,150.0,300.0,BDT,3.61,
4333,BD,establishment,equipment,Knife,pieces,2.0,200.0,400.0,BDT,4.82,
4333,BD,establishment,fertilizers_biocides,Cow dung,cubic meter,1.0,1200.0,1200.0,BDT,14.46,
4333,BD,establishment,fertilizers_biocides,Urea,kg,6.0,35.0,210.0,BDT,2.53,
4333,BD,establishment,fertilizers_biocides,MoP,kg,6.0,30.0,180.0,BDT,2.17,
4333,BD,establishment,fertilizers_biocides,TSP,kg,6.0,40.0,240.0,BDT,2.89,
4333,BD,establishment,fertilizers_biocides,Compost,kg,1250.0,4.0,5000.0,BDT,60.24,
4333,BD,establishment,construction_material,Poly bag,pieces,3000.0,0.8,2400.0,BDT,28.92,
4333,BD,establishment,construction_material,Bamboo stick,pieces,2600.0,2.0,5200.0,BDT,62.65,
4333,BD,establishment,construction_material,Signboard,Lump sum,1.0,1000.0,1000.0,BDT,12.05,
4333,BD,maintenance,labour,1st year Weeding (6 labor/weeding/Ha.) 3 times,person-days,18.0,500.0,9000.0,BDT,108.43,
4333,BD,maintenance,labour,2nd year Weeding (5 labor/weeding/Ha.) 3 times,person-days,15.0,500.0,7500.0,BDT,90.36,
4333,BD,maintenance,labour,3rd year Weeding (5 labor/weeding/Ha.) 2 times ng and cleaning (5 labor/weeding/Ha.) 1 time,person-days,10.0,500.0,5000.0,BDT,60.24,
4333,BD,maintenance,labour,Vacancy filling,person-days,5.0,500.0,2500.0,BDT,30.12,
4333,BD,maintenance,equipment,Bamboo stick,pieces,1000.0,2.0,2000.0,BDT,24.1,
4336,TH,establishment,labour,seed harvesting,kg per ha,320.0,0.02,6.4,USD,6.4,
4336,TH,establishment,other,pumping water,rai,10.0,30.0,300.0,USD,300.0,
4337,VN,establishment,labour,Строительстве валов-террас с широким основанием  проводится с использованием грейдеров или бульдозеров,Трактористы,10.0,50.0,500.0,USD,500.0,10.0
4337,VN,establishment,labour,Создание ступенчатых террас на склонах до 10 градусов,Трактористы -бульдозеристы,15.0,50.0,750.0,USD,750.0,30.0
4337,VN,establishment,labour,Террасирование склонов с крутизной до 20 градусов,Наемные рабочии,100.0,10.0,1000.0,USD,1000.0,10.0
4337,VN,establishment,equipment,"Трактора, бульдозеры",10,10.0,50.0,500.0,USD,500.0,10.0
4337,VN,establishment,equipment,"Трактора, плантажные плуги",5,15.0,50.0,750.0,USD,750.0,30.0
4337,VN,establishment,equipment,Наемные рабочие,50,100.0,10.0,1000.0,USD,1000.0,10.0
4337,VN,establishment,plant_material,Семена растений,кг,36000.0,0.7,25200.0,USD,25200.0,20.0
4337,VN,establishment,plant_material,Древесные и кустарниковые растения,шт/га,222642.0,0.07,15584.94,USD,15584.94,40.0
4337,VN,establishment,plant_material,Многолетние травянистые растения,кг/га,237600.0,1.7,403920.0,USD,403920.0,15.0
4337,VN,establishment,fertilizers_biocides,комплексные минеральные удобрения,кг/га,72000.0,0.11,7920.0,USD,7920.0,
4337,VN,establishment,construction_material,При создании откосов террас используются  камни горных пород,камень/куб. м.,335.0,,,USD,,
4337,VN,maintenance,labour,Восстановление рабочего профиля валов-террас с широким основанием,Трактористы,2.0,50.0,100.0,USD,100.0,10.0
4337,VN,maintenance,labour,Восстановление насыпных откосов террас,человеко-дни,50.0,8.3,415.0,USD,415.0,100.0
4337,VN,maintenance,labour,Проведение между рядной обработки почвы,человеко-дни,100.0,8.3,830.0,USD,830.0,100.0
4337,VN,maintenance,labour,Внесение минеральных удобрений,человеко-дни,20.0,8.3,166.0,USD,166.0,100.0
4337,VN,maintenance,equipment,Восстановление рабочего профиля валов-террас с широким основанием,Трактора,2.0,50.0,100.0,USD,100.0,
4337,VN,maintenance,fertilizers_biocides,комплексные минеральные удобрения,кг/га,24000.0,0.11,2640.0,USD,2640.0,
4367,BA,establishment,labour,Preparation work (planning of possible places for afforestation),hectare,1.0,100.0,100.0,BAM,60.61,
4367,BA,establishment,labour,"Digging of holes for plants, collecting the stones from the spot and creation stone wall",hectare,1.0,400.0,400.0,BAM,242.42,
4367,BA,establishment,labour,Afforestation+re-afforestation,hectare,1.0,1150.0,1150.0,BAM,696.97,
4367,BA,establishment,labour,Fertilization+weed protection+construction of metal fences,hectare,1.0,1250.0,1250.0,BAM,757.58,
4367,BA,establishment,equipment,Polyvinyl foil,per seedling,1.0,1.0,1.0,BAM,0.61,
4367,BA,establishment,plant_material,Afforestation + re-afforestation (plant seedlings),hectare,3.0,2150.0,6450.0,BAM,3909.09,
4367,BA,establishment,fertilizers_biocides,Fertlization (fertilizers),hectare,1.0,145.0,145.0,BAM,87.88,
4367,BA,establishment,construction_material,Protection from animals (costs of metal fences),hectare,1.0,529.0,529.0,BAM,320.61,
4367,BA,establishment,other,Transportation costs,kilometer,1.0,5.0,5.0,BAM,3.03,
4367,BA,maintenance,labour,Maintenance/repair of fences,hectare,1.0,350.0,350.0,BAM,212.12,
4367,BA,maintenance,construction_material,Cost of fences,hectare,1.0,350.0,350.0,BAM,212.12,
4372,BD,establishment,labour,Survey for map preparation and marking of woody regeneration,person-days,1.0,500.0,500.0,BDT,5.95,
4372,BD,establishment,labour,Tying up seedlings and young trees,person-days,4.0,500.0,2000.0,BDT,23.81,
4372,BD,establishment,labour,Tending of woody regeneration,person-days,10.0,500.0,5000.0,BDT,59.52,
4372,BD,establishment,labour,Application of fertilizers,person-days,4.0,500.0,2000.0,BDT,23.81,
4372,BD,establishment,equipment,Weeding equipment (manual weeding tool),lump sum,1.0,1000.0,1000.0,BDT,11.9,
4372,BD,establishment,equipment,Bamboo sticks for tying up seedlings,pieces,800.0,2.0,1600.0,BDT,19.05,
4372,BD,establishment,equipment,Rope,lump sum,1.0,1000.0,1000.0,BDT,11.9,
4372,BD,establishment,fertilizers_biocides,Compost fertilizer,Kg,625.0,4.0,2500.0,BDT,29.76,
4372,BD,establishment,construction_material,"Rod, Cement, Sand, Khoa, etc for RCC signboard",Lump sum,1.0,1000.0,1000.0,BDT,11.9,
4372,BD,maintenance,labour,1st year weeding,person-days,15.0,500.0,7500.0,BDT,89.29,
4372,BD,maintenance,labour,2nd year weeding,person-days,15.0,500.0,7500.0,BDT,89.29,
4372,BD,maintenance,labour,3rd year weeding,person-days,10.0,500.0,5000.0,BDT,59.52,
4372,BD,maintenance,labour,4th year weeding and 5th year climber cutting,person-days,15.0,500.0,7500.0,BDT,89.29,100.0
4372,BD,maintenance,equipment,Weeding equipment (manual weeding tools),lump sum,1.0,1000.0,1000.0,BDT,11.9,
4391,TH,establishment,labour,Costs of labor  for sugarcane cultivation,puddle,1.0,2500.0,2500.0,THB,,
4391,TH,establishment,labour,Costs of labor  for rice cultivation.,rai,13.0,1150.0,14950.0,THB,,
4391,TH,establishment,labour,Costs of labor  for sugar cane cultivation.,rai,1.5,1200.0,1800.0,THB,,
4391,TH,establishment,labour,Costs of labor for pineapple cultivation.,rai,1.0,1200.0,1200.0,THB,,
4391,TH,establishment,equipment,Costs of labor for Banana cultivation,rai,1.0,600.0,600.0,THB,,
4391,TH,establishment,equipment,Costs of labor for Papyrus cultivation.,rai,0.5,900.0,450.0,THB,,
4391,TH,establishment,equipment,Costs of labor for Sweet bamboo cultivation.,rai,1.0,600.0,600.0,THB,,
4391,TH,establishment,equipment,"Costs of labor for Chilli, galangal, lemon grass cultivation",rai,1.0,900.0,900.0,THB,,
4391,TH,establishment,equipment,Cost of shallow water well drilling equipment,puddle,1.0,100000.0,100000.0,THB,,
4391,TH,establishment,plant_material,Bud seedling sugarcane,seedling,2250.0,0.9,2025.0,THB,,
4391,TH,establishment,plant_material,Bud  seedling Pineapple,seedling,2500.0,2.0,5000.0,THB,,
4391,TH,establishment,plant_material,Bud  seedling Banana,seedling,100.0,10.0,1000.0,THB,,
4391,TH,establishment,plant_material,Bud seedling Papyrus,seedling,3000.0,0.2,600.0,THB,,
4391,TH,establishment,fertilizers_biocides,Bud  seedling sweet bamboo,seedling,25.0,80.0,2000.0,THB,,
4391,TH,establishment,fertilizers_biocides,"Bud seedling  Chilli, galangal, lemon grass",seedling,2000.0,1.0,2000.0,THB,,
4391,TH,establishment,fertilizers_biocides,Seedling rice KDML105,seedling,65.0,25.0,1625.0,THB,,
4391,TH,establishment,fertilizers_biocides,Chemical fertilizer 15-15-15,kg,300.0,13.0,3900.0,THB,,
4391,TH,establishment,fertilizers_biocides,Chicken manure,kg,2000.0,2.0,4000.0,THB,,
4391,TH,establishment,other,Electricity charge,hr,240.0,5.0,1200.0,THB,,
4391,TH,establishment,other,Machinery,rai,19.0,500.0,9500.0,THB,,
4391,TH,maintenance,equipment,"electricity charge,5 baht per unit 8 hours per day, 360 days / year",time,2880.0,5.0,14400.0,THB,,
4391,TH,maintenance,equipment,Machinery,time,1.0,2000.0,2000.0,THB,,
4571,NI,establishment,labour,,D/H,7.0,190.0,1330.0,cordobas,40.14,100.0
4571,NI,establishment,equipment,Machete,Und,1.0,150.0,150.0,cordobas,4.53,100.0
4571,NI,establishment,equipment,Palin,Und,1.0,270.0,270.0,cordobas,8.15,100.0
4571,NI,establishment,equipment,martillo,Und,1.0,200.0,200.0,cordobas,6.04,100.0
4571,NI,establishment,plant_material,Prendedizos,Und,50.0,20.0,1000.0,cordobas,30.18,100.0
4571,NI,establishment,plant_material,Plantas forestales,Und,30.0,15.0,450.0,cordobas,13.58,100.0
4571,NI,establishment,construction_material,Alambre de puas,Rollo,1.0,1700.0,1700.0,cordobas,51.31,
4571,NI,establishment,construction_material,Grapas,Lbs,2.0,30.0,60.0,cordobas,1.81,
4571,NI,establishment,construction_material,Postes,Und,10.0,100.0,1000.0,cordobas,30.18,
4571,NI,maintenance,labour,,D/H,2.0,190.0,380.0,cordobas,11.47,
4571,NI,maintenance,plant_material,Grapas,Lbs,1.0,30.0,30.0,cordobas,0.91,100.0
4571,NI,maintenance,plant_material,Postes,Und,4.0,100.0,400.0,cordobas,12.07,100.0
4572,NI,establishment,equipment,Enrocado de margen de río y encuasamiento,horas maquina,35.0,11725.29,410385.15,córdobas,12387.12,
4572,NI,establishment,construction_material,Muros de retencion de gaviones,metros cubicos,482.7,4617.62,2228925.17,córdobas,67278.15,
4572,NI,establishment,construction_material,Muro de contención de concretos ciclopeo de 16.5m3,metros cubicos,350.85,5104.73,1790994.52,córdobas,54059.6,
4572,NI,establishment,other,obras de bioingenieria,unidades,40.0,85705.61,3428224.4,córdobas,103477.95,
4572,NI,maintenance,labour,Riego,días hombre,240.0,150.0,36000.0,córdobas,1086.63,
4572,NI,maintenance,labour,Poda,días hombre,60.0,150.0,9000.0,córdobas,271.66,
4574,NI,establishment,labour,,d/h,5.0,300.0,1500.0,Córdoba,45.45,50.0
4574,NI,establishment,construction_material,Tanque plástico,Unidad,1.0,5500.0,5500.0,Córdoba,166.67,
4574,NI,establishment,construction_material,Canal plástico pvc,Unidad,1.0,1200.0,1200.0,Córdoba,36.36,
4574,NI,establishment,construction_material,Tubo pvc de 4 pulgada,Unidad,1.0,300.0,300.0,Córdoba,9.09,
4574,NI,establishment,construction_material,Pega pvc,tubo,1.0,100.0,100.0,Córdoba,3.03,
4574,NI,establishment,construction_material,Cemento,bolsa,2.0,350.0,700.0,Córdoba,21.21,
4574,NI,establishment,construction_material,Arena,baldes,16.0,30.0,480.0,Córdoba,14.55,100.0
4574,NI,establishment,construction_material,Piedra,metros cúbicos,0.25,800.0,200.0,Córdoba,6.06,100.0
4574,NI,maintenance,labour,Lavado del tanque,d/h,2.0,200.0,400.0,Córdoba,12.12,100.0
4574,NI,maintenance,labour,Limpieza del canal,d/h,2.0,200.0,400.0,Córdoba,12.12,100.0
4574,NI,maintenance,other,Detergente,bolsa,6.0,5.0,30.0,Córdoba,0.91,100.0
4576,NI,establishment,labour,Mano de obra del usuario,D/H,2.0,3.0,6.0,USD,6.0,3.0
4576,NI,establishment,labour,Mano de obra del constructor,D/H,4.0,10.0,40.0,USD,40.0,
4576,NI,establishment,equipment,Barra,Un,1.0,23.0,23.0,USD,23.0,
4576,NI,establishment,equipment,Piocha,Un,1.0,9.0,9.0,USD,9.0,
4576,NI,establishment,equipment,Pala,Un,1.0,9.0,9.0,USD,9.0,
4576,NI,establishment,equipment,Carretilla,Un,1.0,37.0,37.0,USD,37.0,
4576,NI,establishment,plant_material,Cuchara,UN,1.0,2.0,2.0,USD,2.0,
4576,NI,establishment,construction_material,Ladrillo cuarteron,Un,250.0,1.0,250.0,USD,250.0,
4576,NI,establishment,construction_material,Barril metálico,Un,1.0,12.0,12.0,USD,12.0,
4576,NI,establishment,construction_material,Acero 3/8 corrugado,Vr,2.0,4.0,8.0,USD,8.0,
4576,NI,establishment,construction_material,"Tubo negro metálico 4""",Ml,1.0,3.0,3.0,USD,3.0,
4576,NI,establishment,construction_material,Bidones con Baba de Guacimos o Pitahaya,Bidones,2.0,2.0,4.0,USD,4.0,
4576,NI,establishment,other,Piedrin,Bidones,1.0,1.0,1.0,USD,1.0,
4576,NI,establishment,other,Sacos de tierra colada,Sacos,21.0,0.45,9.45,USD,9.45,
4576,NI,establishment,other,Sacos de estiercol,Sacos,1.0,2.0,2.0,USD,2.0,
4576,NI,establishment,other,Ladrillo cuarterón,Un,250.0,1.0,250.0,USD,250.0,
4576,NI,establishment,other,Cemento,Bl,1.0,10.0,10.0,USD,10.0,
4576,NI,establishment,other,Adobes,Un,50.0,0.2,10.0,USD,10.0,
4577,NI,establishment,labour,,D/H,2.0,210.0,420.0,,,100.0
4577,NI,establishment,equipment,machete,,1.0,150.0,150.0,,,100.0
4577,NI,establishment,equipment,piocha,,1.0,350.0,350.0,,,100.0
4577,NI,establishment,equipment,pala,,1.0,280.0,280.0,,,100.0
4577,NI,establishment,equipment,barra,,1.0,750.0,750.0,,,100.0
4577,NI,establishment,plant_material,rastrillo,,1.0,170.0,170.0,,,100.0
4577,NI,establishment,plant_material,azadón,,1.0,200.0,200.0,,,100.0
4577,NI,establishment,plant_material,palin,,1.0,270.0,270.0,,,100.0
4577,NI,establishment,plant_material,izote,estacas,25.0,5.0,125.0,,,100.0
4577,NI,maintenance,labour,Poda,D/H1,1.0,210.0,210.0,,,100.0
4577,NI,maintenance,equipment,Machete,,1.0,150.0,150.0,,,100.0
4577,NI,maintenance,equipment,Palin,,1.0,270.0,270.0,,,100.0
4577,NI,maintenance,equipment,Barra,,1.0,750.0,750.0,,,100.0
4577,NI,maintenance,plant_material,Estacas de izote,estacas,15.0,25.0,375.0,,,100.0
4578,NI,establishment,labour,Construcción del Ecofogón,D/H,2.0,700.0,1400.0,Cordoba,42.42,
4578,NI,establishment,labour,Contrapartida del protagonista,D/H,2.0,200.0,400.0,Cordoba,12.12,5.0
4578,NI,establishment,construction_material,Adobe para Mesa,Und,30.0,10.0,300.0,Cordoba,9.09,
4578,NI,establishment,construction_material,Ladrillo Cuarterón,Unid,55.0,6.0,330.0,Cordoba,10.0,
4578,NI,establishment,construction_material,Ladrillo Para Cámara de combustión,Unid,4.0,25.0,100.0,Cordoba,3.03,
4578,NI,establishment,construction_material,Cemento,lbr,75.0,3.5,262.5,Cordoba,7.95,
4578,NI,establishment,construction_material,"Tubo Para Chimenea de 4""Pulgadas",mts,3.0,120.0,360.0,Cordoba,10.91,
4578,NI,establishment,construction_material,Arena,baldes,5.0,40.0,200.0,Cordoba,6.06,
4578,NI,establishment,construction_material,"Plancha metálica de 0.70 mt, largo * 0.35 mts de ancho , * 32 ml de grosor",und,1.0,2500.0,2500.0,Cordoba,75.76,
4578,NI,establishment,construction_material,Malla expandida aislante de calor,mts,2.0,220.0,440.0,Cordoba,13.33,
4578,NI,establishment,other,Protector para chimenea de Zinc Liso y Remaches,und,1.0,120.0,120.0,Cordoba,3.64,
4578,NI,establishment,other,Pinza para retirar hornillas,und,1.0,50.0,50.0,Cordoba,1.52,
4578,NI,maintenance,labour,Limpieza y mantenimiento del Ecofogon,D/H,12.0,120.0,1440.0,Cordoba,43.64,100.0
4579,NI,establishment,labour,Mano de obra,días/hombre,7.0,150.0,1050.0,Córdoba,32.22,
4579,NI,establishment,construction_material,Barriles plásticos de 200 litros,Unidad,2.0,1210.0,2420.0,Córdoba,74.26,
4579,NI,establishment,construction_material,Codos PVC de 4´´,Unidad,6.0,66.0,396.0,Córdoba,12.15,
4579,NI,establishment,construction_material,T de PVC de 4´´,Unidad,2.0,66.0,132.0,Córdoba,4.05,
4579,NI,establishment,construction_material,Tubo PVC de 4´´,Unidad,3.0,242.0,726.0,Córdoba,22.28,
4579,NI,establishment,construction_material,Pegamento IMPERFAST,Unidad,1.0,260.0,260.0,Córdoba,7.98,
4579,NI,establishment,construction_material,Tamices plásticos,Unidad,2.0,120.0,240.0,Córdoba,7.36,
4579,NI,establishment,construction_material,Tanque plástico de 2500 litros,Unidad,1.0,14000.0,14000.0,Córdoba,429.58,
4579,NI,establishment,other,Piedrín de 1/8´´,bidones,2.0,30.0,60.0,Córdoba,1.84,
4579,NI,establishment,other,Piedrín de 3/4´´,bidones,5.0,30.0,150.0,Córdoba,4.6,
4579,NI,establishment,other,Arena,bidones,4.0,10.0,40.0,Córdoba,1.23,
4579,NI,establishment,other,Carbón,sacos,2.0,200.0,400.0,Córdoba,12.27,
4579,NI,establishment,other,Piedra volcánica,bidones,18.0,275.0,4950.0,Córdoba,151.89,
4579,NI,maintenance,labour,Lavado de materiales,días/hombre,1.0,150.0,150.0,Córdoba,4.6,100.0
4579,NI,maintenance,construction_material,piedrín de 1/8´´,bidones,2.0,30.0,60.0,Córdoba,1.84,
4579,NI,maintenance,construction_material,Piedrín de 3/4´´,bidones,5.0,30.0,150.0,Córdoba,4.6,
4579,NI,maintenance,construction_material,arena,bidones,4.0,10.0,40.0,Córdoba,1.23,
4579,NI,maintenance,construction_material,Carbón,saco,1.0,300.0,300.0,Córdoba,9.21,
4582,NI,establishment,labour,Excavación de hueco o foso,m3,12.0,200.0,2400.0,Córdoba,73.44,100.0
4582,NI,establishment,labour,Traslado o acarreo de materiales en la comunidad,d/h,5.0,150.0,750.0,Córdoba,22.95,100.0
4582,NI,establishment,labour,Contrucción revestimiento de foso,d/h,7.0,700.0,4900.0,Córdoba,149.94,
4582,NI,establishment,labour,Instalación de canales y tubería y bomba,d/h,3.0,600.0,1800.0,Córdoba,55.08,
4582,NI,establishment,construction_material,Arena,m3,1.5,400.0,600.0,Córdoba,18.36,
4582,NI,establishment,construction_material,Cemento,bolsa 45kg,22.0,340.0,7480.0,Córdoba,228.89,
4582,NI,establishment,construction_material,Piedrin,m3,1.0,1250.0,1250.0,Córdoba,38.25,
4582,NI,establishment,construction_material,Ladrillo de barro quemado,unidad,1100.0,6.0,6600.0,Córdoba,201.96,
4582,NI,establishment,construction_material,"Canal de pvc de 3"" y accesorios",unidad,2.0,900.0,1800.0,Córdoba,55.08,
4582,NI,establishment,construction_material,"Tubo pvc 3"" sanitario baja presión",unidad,2.0,300.0,600.0,Córdoba,18.36,
4582,NI,establishment,construction_material,Pega de pvc,gl,0.25,1200.0,300.0,Córdoba,9.18,
4582,NI,establishment,construction_material,Madera para fundición,pié tablar,25.0,23.0,575.0,Córdoba,17.59,
4582,NI,establishment,other,"Hierro 3/8""",qq,0.5,1550.0,775.0,Córdoba,23.71,
4582,NI,establishment,other,Grapas,lb,1.0,35.0,35.0,Córdoba,1.07,
4582,NI,establishment,other,Clavos,lb,1.0,30.0,30.0,Córdoba,0.92,
4582,NI,establishment,other,"Bomba de succión, bomba EMA",unidad,1.0,2000.0,2000.0,Córdoba,61.2,
4582,NI,establishment,other,"Tubo de la bomba de 3/4""",unidad,1.0,150.0,150.0,Córdoba,4.59,
4582,NI,maintenance,labour,Limpieza de techo y canales (área de recolección del agua),d/h,1.0,150.0,150.0,Córdoba,4.59,100.0
4582,NI,maintenance,labour,Limpieza del filtro y área de almacenamiento (pozo cisterna),d/h,1.0,150.0,150.0,Córdoba,4.59,100.0
4582,NI,maintenance,labour,"Reparación de bomba de succión, bomba EMA",Unidad,1.0,400.0,400.0,Córdoba,12.24,100.0
4582,NI,maintenance,labour,Afinamiento de paredes para evitar filtración,d/h,2.0,300.0,600.0,Córdoba,18.36,100.0
4582,NI,maintenance,construction_material,Cemento,bolsa,1.0,340.0,340.0,Córdoba,10.4,100.0
4582,NI,maintenance,construction_material,tubo pvc,Unidad,1.0,180.0,180.0,Córdoba,5.51,100.0
4584,NI,establishment,labour,Azufre y cal,Kg,1.0,2032.0,2032.0,,62.33,
4584,NI,establishment,labour,Cobre y cal,Kg,1.0,1197.0,1197.0,,36.72,
4584,NI,establishment,equipment,Medio Barril metalico,,,,,,,
4584,NI,establishment,equipment,Bomba de mochila,,,,,,,
